TransactionID,CustomerID,AccountNumber,TransactionTypeID,TransactionAmount,UsageQuantity,TDUAmount,CreatedDate
4818,332,COMM-100371,1,150.31,1731,22.7,2025-05-21
5313,365,RESI-100408,1,31.44,182,6.47,2025-05-21
5370,372,RESI-100415,3,7.29,118,2.23,2025-05-21
5810,397,COMM-100444,1,193.44,1736,41.01,2025-05-21
5848,399,RESI-100446,2,24.11,141,4.74,2025-05-21
6071,414,RESI-100463,2,33.46,250,4.23,2025-05-21
6089,417,RESI-100466,1,47.42,279,7.82,2025-05-21
6199,425,SMALLCOMM-100474,1,195.05,1600,44.37,2025-05-21
6327,434,RESI-100484,1,25.52,174,6.28,2025-05-21
7465,511,RESI-100574,2,39.31,297,8.4,2025-05-21
8053,548,RESI-100614,2,17.28,124,4.01,2025-05-21
8454,579,RESI-100647,2,13.41,84,2.2,2025-05-21
8564,585,RESI-100653,2,15.78,108,3.22,2025-05-21
8673,594,COMM-100662,2,145.45,1348,28.07,2025-05-21
9057,616,RESI-100689,1,35.81,293,8.23,2025-05-21
9150,622,RESI-100695,1,41.85,265,4.34,2025-05-21
9562,651,SMALLCOMM-100726,2,93.43,777,23.31,2025-05-21
10188,693,RESI-100775,1,24.74,177,4.96,2025-05-21
10705,727,RESI-100811,1,49.63,298,5.08,2025-05-21
11289,772,RESI-100861,2,25.4,171,6.04,2025-05-21
11621,794,RESI-100886,1,10.98,79,1.99,2025-05-21
12065,825,RESI-100921,2,20.83,171,2.52,2025-05-21
12141,830,COMM-100926,1,356.96,3780,43.45,2025-05-21
12973,889,RESI-100990,2,32.87,257,6.72,2025-05-21
13252,909,RESI-101010,2,30.16,181,3.79,2025-05-21
13306,910,COMM-101013,1,168.49,2000,21.6,2025-05-21
13935,955,RESI-101065,2,47.21,269,8.21,2025-05-21
13952,956,RESI-101066,1,9.73,78,1.89,2025-05-21
14211,970,COMM-101082,1,149.16,1469,32.27,2025-05-21
14488,989,SMALLCOMM-101104,1,201.11,1481,45.86,2025-05-21
14838,1014,RESI-101131,2,12.75,104,3.01,2025-05-21
14856,1015,RESI-101132,1,14.05,105,2.69,2025-05-21
15002,1027,COMM-101144,2,417.88,4225,43.53,2025-05-21
15573,1064,RESI-101184,1,30.72,194,3.77,2025-05-21
15592,1065,SMALLCOMM-101185,2,204.2,2041,39.87,2025-05-21
15793,1081,RESI-101205,2,34.79,196,4.34,2025-05-21
16195,1113,RESI-101242,1,8.54,69,1.54,2025-05-21
16920,1160,RESI-101298,2,16.18,108,2.36,2025-05-21
17784,1224,RESI-101366,2,27.73,222,2.85,2025-05-21
17983,1236,RESI-101379,2,19.05,121,2.54,2025-05-21
18095,1246,COMM-101389,2,112.46,1106,17.97,2025-05-21
18409,1260,SMALLCOMM-101409,1,93.96,827,16.63,2025-05-21
19180,1311,COMM-101465,1,450.85,4101,90.74,2025-05-21
19199,1311,COMM-101466,2,465.2,4360,86.44,2025-05-21
19544,1331,SMALLCOMM-101489,2,250.08,2175,38.28,2025-05-21
19691,1343,RESI-101501,1,16.38,123,4.07,2025-05-21
19838,1353,RESI-101511,2,23.29,162,5.03,2025-05-21
19856,1354,SMALLCOMM-101512,2,149.52,1088,28.13,2025-05-21
19874,1355,RESI-101513,2,33.66,206,6.93,2025-05-21
20003,1363,COMM-101524,1,211.59,1883,50.93,2025-05-21
20205,1379,SMALLCOMM-101543,3,61.23,1408,23.25,2025-05-21
20430,1392,RESI-101559,2,10.97,61,1.15,2025-05-21
20964,1428,RESI-101600,2,33.61,199,6.53,2025-05-21
21742,1480,RESI-101662,1,16.86,116,3.99,2025-05-21
22185,1503,RESI-101689,1,26.51,200,3.06,2025-05-21
22486,1520,RESI-101713,1,18.1,144,3.59,2025-05-21
22989,1558,RESI-101753,1,22.08,132,3.32,2025-05-21
23150,1571,COMM-101768,4,25.72,0,0,2025-05-21
23188,1574,SMALLCOMM-101773,1,121.99,993,18.94,2025-05-21
23444,1595,RESI-101796,1,40.22,267,5.16,2025-05-21
24180,1639,RESI-101847,1,22.65,153,4.8,2025-05-21
24456,1661,RESI-101871,2,34.9,217,5.45,2025-05-21
24638,1674,RESI-101885,2,10.61,87,1.41,2025-05-21
24695,1677,RESI-101888,2,37.79,218,8.61,2025-05-21
25047,1701,RESI-101914,2,25.28,197,3.81,2025-05-21
25229,1710,COMM-101924,4,24.53,0,0,2025-05-21
25854,1751,COMM-101973,2,269.46,2428,33.04,2025-05-21
25927,1758,RESI-101980,1,10.35,75,1.08,2025-05-21
26094,1768,SMALLCOMM-101990,2,307.72,2441,36.26,2025-05-21
26482,1794,SMALLCOMM-102019,1,104.95,957,10.86,2025-05-21
26555,1798,SMALLCOMM-102024,1,273.27,1897,65.38,2025-05-21
26961,1823,RESI-102053,3,12.28,180,4.17,2025-05-21
27079,1832,SMALLCOMM-102062,2,196.13,1879,30.59,2025-05-21
27114,1834,RESI-102064,1,20,116,4.64,2025-05-21
27205,1839,RESI-102070,1,19.64,139,3.22,2025-05-21
27716,1872,SMALLCOMM-102108,2,130.31,904,30,2025-05-21
28012,1890,RESI-102128,2,37.25,239,5.8,2025-05-21
28179,1907,RESI-102147,2,32.74,217,5.04,2025-05-21
28233,1911,COMM-102151,2,474.17,4208,111.13,2025-05-21
28290,1912,RESI-102154,1,8.54,55,1.49,2025-05-21
28531,1929,RESI-102172,2,12.26,101,1.8,2025-05-21
28622,1935,RESI-102178,1,25.35,176,6.17,2025-05-21
28786,1945,SMALLCOMM-102190,4,18.56,0,0,2025-05-21
28897,1951,RESI-102200,1,8.51,61,0.86,2025-05-21
29064,1960,SMALLCOMM-102210,1,94.12,823,13.6,2025-05-21
29136,1966,RESI-102217,1,21.33,127,2.4,2025-05-21
29155,1968,RESI-102219,2,40.35,250,7.97,2025-05-21
29174,1969,RESI-102220,1,8.5,70,2.12,2025-05-21
29283,1980,RESI-102231,2,15.53,120,2.26,2025-05-21
29612,2005,RESI-102257,1,23.81,178,3.93,2025-05-21
29744,2014,COMM-102266,1,359.22,3147,89.45,2025-05-21
30727,2083,COMM-102348,1,496.71,4286,92.26,2025-05-21
32141,2191,SMALLCOMM-102466,1,127.25,1251,16,2025-05-21
32341,2206,COMM-102481,1,209.7,2186,42.2,2025-05-21
32379,2210,SMALLCOMM-102485,2,83.31,683,13.97,2025-05-21
32636,2235,RESI-102512,3,9.69,130,2.91,2025-05-21
33029,2263,RESI-102541,1,25.08,143,5.92,2025-05-21
33690,2307,RESI-102588,1,31.01,244,3.34,2025-05-21
33783,2310,COMM-102593,2,443.2,3724,45.24,2025-05-21
34207,2344,RESI-102629,2,35.36,256,7.51,2025-05-21
34461,2361,RESI-102647,2,31.04,242,6.66,2025-05-21
34498,2365,RESI-102651,2,12.89,75,1.84,2025-05-21
34812,2387,SMALLCOMM-102675,2,180.13,1667,33.55,2025-05-21
34849,2389,RESI-102677,2,41.65,274,5.45,2025-05-21
34959,2394,RESI-102684,1,6.86,52,1.3,2025-05-21
35035,2400,COMM-102691,1,360.23,3062,89.18,2025-05-21
35254,2415,RESI-102710,1,25.26,158,3.88,2025-05-21
35311,2422,COMM-102717,1,422.49,3711,85.74,2025-05-21
36101,2476,RESI-102776,1,10.26,77,1.71,2025-05-21
36449,2499,RESI-102801,2,10.92,72,2.57,2025-05-21
36687,2516,SMALLCOMM-102820,1,140.24,1175,18.45,2025-05-21
36818,2524,RESI-102829,2,37.26,214,6.6,2025-05-21
36966,2537,RESI-102845,1,32.89,260,5.56,2025-05-21
37020,2540,RESI-102849,1,36.62,269,5.48,2025-05-21
37038,2541,SMALLCOMM-102850,1,154.62,1182,28.64,2025-05-21
37148,2546,RESI-102857,2,25.36,202,5.68,2025-05-21
37240,2553,SMALLCOMM-102864,2,150.73,1051,20.98,2025-05-21
37404,2564,RESI-102875,2,33.53,220,7.58,2025-05-21
37440,2566,SMALLCOMM-102877,1,298.48,2369,73.71,2025-05-21
37571,2576,SMALLCOMM-102887,2,157.78,1242,36.95,2025-05-21
37887,2601,SMALLCOMM-102914,2,104.23,947,20.38,2025-05-21
38295,2627,RESI-102945,2,14.42,114,1.75,2025-05-21
38385,2635,RESI-102953,2,29.58,218,6.01,2025-05-21
38768,2661,RESI-102985,4,2.33,0,0,2025-05-21
38990,2677,RESI-103002,2,14.88,100,3.36,2025-05-21
39978,2742,RESI-103080,1,15.45,113,3.83,2025-05-21
40544,2783,RESI-103126,2,11.25,66,1.76,2025-05-21
40600,2789,SMALLCOMM-103132,1,302.39,2234,74.67,2025-05-21
40620,2790,SMALLCOMM-103133,2,218.31,1459,38.58,2025-05-21
41225,2827,COMM-103174,1,395.02,3306,81.1,2025-05-21
41261,2829,RESI-103177,1,15.96,89,1.89,2025-05-21
41515,2850,SMALLCOMM-103198,1,95.28,655,20.44,2025-05-21
42063,2886,RESI-103239,1,46.51,296,10.97,2025-05-21
42118,2889,COMM-103242,1,122.02,1047,26.79,2025-05-21
42468,2919,SMALLCOMM-103275,4,5.98,0,0,2025-05-21
42746,2939,RESI-103296,2,27.96,183,6.41,2025-05-21
42910,2950,RESI-103308,1,10.98,84,2.5,2025-05-21
42968,2953,SMALLCOMM-103311,2,238.24,1616,29.5,2025-05-21
42986,2954,RESI-103312,2,8.37,61,1.46,2025-05-21
43096,2960,COMM-103318,3,39.62,1031,22.87,2025-05-21
43133,2963,RESI-103323,1,39.92,297,8.61,2025-05-21
43651,3004,RESI-103369,1,34.66,264,6.45,2025-05-21
43669,3007,SMALLCOMM-103372,1,330.06,2365,44.3,2025-05-21
44409,3062,RESI-103430,1,11.91,83,1.65,2025-05-21
44559,3073,RESI-103442,1,34.54,244,4.11,2025-05-21
44654,3078,RESI-103449,2,15.98,100,3.3,2025-05-21
45241,3128,RESI-103500,2,7.43,52,1.04,2025-05-21
45351,3139,SMALLCOMM-103511,1,222.81,2181,26.1,2025-05-21
45719,3168,RESI-103541,1,46.42,267,5.47,2025-05-21
46072,3194,RESI-103571,2,28.33,191,6.47,2025-05-21
46256,3205,COMM-103587,2,285.38,2981,57.24,2025-05-21
46755,3242,COMM-103628,2,159.29,1347,29.85,2025-05-21
46812,3245,SMALLCOMM-103633,2,90.56,669,20.71,2025-05-21
47476,3291,COMM-103685,1,189.98,2281,43.11,2025-05-21
47552,3296,RESI-103691,2,48.71,279,7,2025-05-21
48107,3337,RESI-103734,2,16.77,135,4.03,2025-05-21
48328,1310,RESI-106111,2,7.55,57,1.25,2025-05-21
48382,3057,RESI-106114,2,12.16,77,3.01,2025-05-21
48784,3377,RESI-103776,2,26.96,159,5.39,2025-05-21
49009,3392,COMM-103792,2,273.54,2522,66.09,2025-05-21
49065,3397,SMALLCOMM-103798,2,166.29,1130,33.23,2025-05-21
49138,3401,COMM-103803,2,182.84,2158,44.98,2025-05-21
49686,3437,COMM-103846,1,206.65,2520,45.28,2025-05-21
49816,3445,SMALLCOMM-103854,2,103.64,726,18.14,2025-05-21
50792,3518,SMALLCOMM-103933,1,90.27,654,15.34,2025-05-21
50998,3529,RESI-103945,2,30.37,202,3.58,2025-05-21
51107,3536,RESI-103952,1,35.39,236,7.31,2025-05-21
51144,3538,RESI-103954,2,35.66,219,5.05,2025-05-21
51199,3541,RESI-103957,2,36.21,300,7.19,2025-05-21
51217,3542,COMM-103959,1,107.13,1180,15.35,2025-05-21
51273,3546,RESI-103963,3,8.49,201,4.25,2025-05-21
51831,3584,COMM-104006,2,141.79,1670,35.04,2025-05-21
52360,3613,SMALLCOMM-104044,1,279.15,2110,44.03,2025-05-21
52637,3632,RESI-104063,2,39.54,258,4.43,2025-05-21
52894,3652,RESI-104083,2,11.35,93,2.79,2025-05-21
53225,3683,RESI-104118,1,19.28,133,2.35,2025-05-21
53281,3688,RESI-104123,3,18.38,243,5.87,2025-05-21
53299,3689,RESI-104124,2,18.81,121,3.68,2025-05-21
53724,3721,RESI-104161,2,30.82,228,4.51,2025-05-21
54187,3746,SMALLCOMM-104192,2,84.91,596,16.82,2025-05-21
54331,3756,SMALLCOMM-104202,1,261.22,1960,29.87,2025-05-21
54536,3772,RESI-104218,2,29.66,215,3.81,2025-05-21
54554,3773,RESI-104219,2,11.3,83,1.8,2025-05-21
54973,3804,SMALLCOMM-104256,2,247.13,1785,30.13,2025-05-21
55136,3816,SMALLCOMM-104270,1,89.59,792,20.12,2025-05-21
55691,3849,COMM-104311,4,31.09,0,0,2025-05-21
55821,3858,COMM-104320,4,27.83,0,0,2025-05-21
55934,3866,RESI-104328,2,22.57,142,3.03,2025-05-21
56261,3896,RESI-104359,1,48.54,284,10.31,2025-05-21
56426,3904,COMM-104370,4,40.03,0,0,2025-05-21
56778,3929,RESI-104395,1,23.78,144,5.33,2025-05-21
57128,3957,RESI-104425,4,1.32,0,0,2025-05-21
57294,3967,SMALLCOMM-104436,1,331.25,2479,77.57,2025-05-21
57721,4004,RESI-104475,2,32.88,224,6.5,2025-05-21
58176,4033,RESI-104512,1,13.53,98,1.53,2025-05-21
58248,4038,COMM-104517,1,203.7,2291,48,2025-05-21
58933,4084,COMM-104571,1,160.98,1984,21.81,2025-05-21
59906,4152,SMALLCOMM-104650,1,269.51,2400,41.03,2025-05-21
60075,4162,COMM-104664,2,286.31,2428,49.64,2025-05-21
60307,4178,SMALLCOMM-104683,4,27.94,0,0,2025-05-21
60474,4189,SMALLCOMM-104697,2,75.72,546,17.86,2025-05-21
60601,4194,SMALLCOMM-104704,4,6.51,0,0,2025-05-21
60657,4198,RESI-104708,2,34.11,270,6.58,2025-05-21
60874,4213,SMALLCOMM-104728,1,65.4,631,7.27,2025-05-21
60930,4218,RESI-104733,2,33.61,259,5,2025-05-21
61118,4234,RESI-104754,1,23.72,197,4.9,2025-05-21
61289,4242,RESI-104764,2,24.12,136,2.48,2025-05-21
61436,4253,RESI-104777,1,33.72,242,7.43,2025-05-21
61600,4264,COMM-104790,1,159.34,1443,18.9,2025-05-21
61709,4271,COMM-104797,1,101.11,1004,16.14,2025-05-21
61784,4274,RESI-104802,2,44.21,258,4.74,2025-05-21
61913,4282,RESI-104810,1,13.93,100,1.74,2025-05-21
62749,4335,SMALLCOMM-104870,2,66.63,552,16.26,2025-05-21
62930,4348,RESI-104884,1,18.97,143,4.23,2025-05-21
63276,4366,RESI-104905,2,46.24,299,7.97,2025-05-21
63458,4380,RESI-104919,1,43.46,286,8.64,2025-05-21
63513,4383,RESI-104922,2,38.06,288,7.61,2025-05-21
63624,4392,RESI-104931,1,24.71,187,3.05,2025-05-21
63807,4403,COMM-104944,1,170.32,1477,26.53,2025-05-21
63919,4411,RESI-104952,1,28.62,180,6.45,2025-05-21
64046,4419,RESI-104961,2,10.86,70,2.01,2025-05-21
64177,4431,SMALLCOMM-104973,2,224.61,1782,46.64,2025-05-21
64764,4467,COMM-105017,2,438.77,4096,106.04,2025-05-21
65805,4544,RESI-105105,1,29.38,187,6.22,2025-05-21
66172,4579,RESI-105146,1,29.16,200,4.06,2025-05-21
66245,4583,RESI-105150,1,38.25,270,8.86,2025-05-21
66726,4613,SMALLCOMM-105184,2,276.93,2203,50.85,2025-05-21
66892,4625,RESI-105199,2,36.1,227,5.14,2025-05-21
67150,4640,RESI-105216,2,21.65,123,4.82,2025-05-21
67297,4648,RESI-105224,1,12.98,90,1.76,2025-05-21
67408,4655,RESI-105231,2,37.72,289,6.03,2025-05-21
67481,4659,COMM-105235,4,26.99,0,0,2025-05-21
67482,4659,COMM-105235,1,238.49,2660,44.12,2025-05-21
67629,4669,RESI-105247,2,33.46,220,4.5,2025-05-21
67721,4675,COMM-105254,2,278.24,2851,45.57,2025-05-21
67851,4681,COMM-105261,2,251.35,2722,61.27,2025-05-21
67943,4687,SMALLCOMM-105268,3,33.16,944,19.78,2025-05-21
68474,4722,SMALLCOMM-105309,4,6.66,0,0,2025-05-21
69231,4780,RESI-105369,1,31.76,199,3.99,2025-05-21
69450,4791,RESI-105382,1,15.59,91,2.09,2025-05-21
69508,4794,RESI-105385,3,2.79,129,2.01,2025-05-21
69542,4796,RESI-105387,4,1.98,0,0,2025-05-21
70165,4844,RESI-105436,1,19.29,138,2.14,2025-05-21
70295,4854,RESI-105446,2,18.29,113,2.6,2025-05-21
70330,4856,SMALLCOMM-105448,1,274.62,1925,57.01,2025-05-21
70422,4867,RESI-105460,1,35.84,218,6.75,2025-05-21
71144,784,RESI-105989,2,29.85,170,5.77,2025-05-21
71199,2386,RESI-105992,2,31.29,221,5.64,2025-05-21
72063,4916,SMALLCOMM-105514,4,24.58,0,0,2025-05-21
72084,4917,COMM-105516,2,508.95,4648,121.36,2025-05-21
72436,4940,RESI-105543,1,12.12,83,2.79,2025-05-21
73657,4841,RESI-106044,2,40.34,238,8.93,2025-05-21
73913,3924,RESI-106058,1,32.59,202,8.11,2025-05-21
74283,3597,RESI-106078,1,37.92,222,5.95,2025-05-21
358,2406,RESI-106089,2,15.95,89,2.96,2025-05-20
396,2447,RESI-106091,1,21.84,154,2.55,2025-05-20
433,660,RESI-106093,1,29.27,205,4.63,2025-05-20
1103,67,COMM-100075,1,418.36,4868,50.95,2025-05-20
1271,77,RESI-100088,2,39.32,288,9.31,2025-05-20
1636,104,RESI-100117,1,36.32,222,8.13,2025-05-20
1727,112,RESI-100125,1,18.14,150,4.3,2025-05-20
1859,123,RESI-100136,2,14.43,82,2.26,2025-05-20
2005,135,SMALLCOMM-100149,2,232.28,2116,41.98,2025-05-20
2448,171,SMALLCOMM-100187,2,139.33,1080,24.49,2025-05-20
2557,179,COMM-100198,1,146.26,1748,25.54,2025-05-20
2575,179,COMM-100199,1,349.29,3773,82.33,2025-05-20
2631,182,RESI-100202,2,30.58,183,3.08,2025-05-20
2760,191,SMALLCOMM-100211,2,238.54,2328,37.78,2025-05-20
2978,205,SMALLCOMM-100227,1,332.29,2463,46.88,2025-05-20
3053,211,RESI-100233,1,18.74,111,2.07,2025-05-20
3388,232,RESI-100257,2,33.17,220,5.37,2025-05-20
3496,238,RESI-100263,1,29.58,176,4.94,2025-05-20
3807,261,COMM-100286,2,411.24,4936,46.51,2025-05-20
3880,265,RESI-100294,1,45.95,263,9.8,2025-05-20
4417,303,SMALLCOMM-100336,2,166.31,1155,35.51,2025-05-20
4653,321,COMM-100358,1,147.53,1297,29.56,2025-05-20
4966,341,SMALLCOMM-100383,2,190.38,1589,39.71,2025-05-20
5408,374,SMALLCOMM-100417,2,58.35,560,12.63,2025-05-20
5922,404,RESI-100451,2,19.19,147,2.13,2025-05-20
6438,442,RESI-100492,1,36.49,296,3.75,2025-05-20
6457,443,COMM-100494,2,411.02,4732,69.57,2025-05-20
6677,454,SMALLCOMM-100508,2,189.66,1634,28.41,2025-05-20
6930,474,COMM-100528,1,206.09,2081,22.15,2025-05-20
7446,510,RESI-100573,1,41.16,238,8.29,2025-05-20
7720,528,COMM-100592,2,214.1,2036,28.45,2025-05-20
8143,558,RESI-100624,1,19.73,155,3.79,2025-05-20
8599,588,RESI-100656,1,30.8,186,3.14,2025-05-20
8671,594,COMM-100662,4,13.05,0,0,2025-05-20
8747,598,RESI-100667,2,25.45,194,3.47,2025-05-20
9040,614,SMALLCOMM-100687,2,283.01,1966,60.89,2025-05-20
9112,619,RESI-100692,1,32.55,195,7.34,2025-05-20
10153,691,COMM-100771,2,191.25,2248,36,2025-05-20
10611,719,RESI-100803,1,11.53,79,2.66,2025-05-20
10647,723,SMALLCOMM-100807,1,200.4,1368,37.68,2025-05-20
10870,736,COMM-100823,2,197.52,1714,30.95,2025-05-20
10906,740,RESI-100828,2,49.82,277,6.06,2025-05-20
11548,788,RESI-100880,2,18.58,135,4.08,2025-05-20
11711,801,COMM-100894,4,31.69,0,0,2025-05-20
12455,852,RESI-100950,1,33.93,272,6.4,2025-05-20
12695,869,COMM-100969,1,366.61,3610,52.49,2025-05-20
12788,877,RESI-100977,1,31.2,182,4.66,2025-05-20
12826,880,SMALLCOMM-100980,2,194.49,1390,33.7,2025-05-20
12937,887,RESI-100987,2,29.06,202,5.93,2025-05-20
13362,913,COMM-101017,1,281.88,3514,40.14,2025-05-20
14469,988,SMALLCOMM-101103,1,106.23,965,16.95,2025-05-20
15151,1035,RESI-101155,1,37.14,226,7.64,2025-05-20
15426,1053,SMALLCOMM-101173,2,337.41,2402,61.08,2025-05-20
15792,1081,RESI-101205,1,34.79,196,4.34,2025-05-20
15974,1097,COMM-101223,1,289.14,2772,41.81,2025-05-20
15995,1097,COMM-101224,2,147.87,1761,36.33,2025-05-20
16050,1100,COMM-101228,2,296.51,3555,49.08,2025-05-20
16252,1116,RESI-101245,2,38.34,236,4.21,2025-05-20
16398,1127,RESI-101256,2,11.13,90,2.47,2025-05-20
16451,1130,RESI-101259,1,53.61,299,8.69,2025-05-20
16563,1135,COMM-101266,1,277.13,2857,29.65,2025-05-20
16713,1141,RESI-101275,1,24.34,136,4.93,2025-05-20
16919,1160,RESI-101298,1,16.18,108,2.36,2025-05-20
16938,1161,SMALLCOMM-101299,2,222.78,1551,53.77,2025-05-20
17455,1196,RESI-101337,2,37.31,297,6.81,2025-05-20
17490,1198,RESI-101339,1,27.92,224,2.81,2025-05-20
17764,1223,SMALLCOMM-101365,1,238.09,1805,47.75,2025-05-20
17857,1229,COMM-101372,2,366.39,3178,59.83,2025-05-20
17965,1235,RESI-101378,2,32.78,245,7.54,2025-05-20
18039,1241,RESI-101384,2,11.88,70,2.66,2025-05-20
18187,1250,SMALLCOMM-101396,1,232.31,1977,47.56,2025-05-20
18206,1251,SMALLCOMM-101397,1,144.59,1263,24.12,2025-05-20
18318,1256,RESI-101403,2,17.02,130,1.95,2025-05-20
18448,1263,RESI-101412,2,26.64,184,4.11,2025-05-20
18560,1271,RESI-101420,1,16.1,131,2.99,2025-05-20
18634,1275,SMALLCOMM-101425,1,148.31,1349,15.56,2025-05-20
18799,1284,RESI-101436,2,23.6,136,5.62,2025-05-20
18872,1289,SMALLCOMM-101441,2,342.62,2354,49.05,2025-05-20
19433,1322,SMALLCOMM-101480,1,157.03,1370,29.25,2025-05-20
19673,1341,SMALLCOMM-101499,2,266.17,2358,30.43,2025-05-20
19873,1355,RESI-101513,1,33.66,206,6.93,2025-05-20
19891,1356,RESI-101514,1,40.92,271,4.65,2025-05-20
20095,1368,RESI-101531,2,21.19,130,5.14,2025-05-20
20169,1375,RESI-101538,1,32.5,200,7.47,2025-05-20
20411,1391,COMM-101558,1,324.44,2714,66.73,2025-05-20
20560,1399,RESI-101566,1,20.36,156,3.96,2025-05-20
20727,1408,SMALLCOMM-101577,3,40.71,857,12.53,2025-05-20
20818,1418,RESI-101589,2,39.59,264,7.26,2025-05-20
21076,1435,RESI-101608,1,45.27,292,11.04,2025-05-20
21131,1437,COMM-101611,2,252.67,2574,53.71,2025-05-20
21872,1486,COMM-101672,1,307.87,3057,74.42,2025-05-20
22020,1494,RESI-101680,2,24.44,145,4.73,2025-05-20
23224,1576,COMM-101776,1,352.89,3573,45.04,2025-05-20
23353,1589,COMM-101789,2,160.32,1628,22.52,2025-05-20
24162,1638,SMALLCOMM-101846,1,187.3,1630,38.2,2025-05-20
24254,1643,RESI-101851,2,17.31,143,3.8,2025-05-20
24272,1644,RESI-101852,1,51.07,296,8.54,2025-05-20
24291,1645,RESI-101853,2,23.6,187,3.64,2025-05-20
24329,1649,RESI-101857,2,25.43,148,3.18,2025-05-20
24455,1661,RESI-101871,1,34.9,217,5.45,2025-05-20
24786,1683,SMALLCOMM-101895,1,116.9,1071,23.3,2025-05-20
24992,1697,RESI-101910,2,14.9,119,3.29,2025-05-20
25101,1703,COMM-101917,1,315.89,3179,62.31,2025-05-20
25175,1707,RESI-101921,2,36.05,287,5.27,2025-05-20
25377,1722,COMM-101939,2,126.68,1507,13.38,2025-05-20
25486,1728,RESI-101946,1,36.75,258,7.57,2025-05-20
25635,1737,SMALLCOMM-101958,2,326.71,2257,51.61,2025-05-20
26814,1811,RESI-102041,4,2.18,0,0,2025-05-20
26852,1813,RESI-102043,1,22.09,177,3.54,2025-05-20
26906,1816,RESI-102046,1,47.83,269,9.28,2025-05-20
27133,1835,COMM-102066,2,323.01,3072,64.18,2025-05-20
27407,1854,RESI-102085,2,14.69,99,1.55,2025-05-20
27496,1860,COMM-102091,1,370.59,3581,63.69,2025-05-20
27991,1887,RESI-102125,4,0.73,0,0,2025-05-20
29118,1965,COMM-102216,1,426.04,3708,43.81,2025-05-20
29154,1968,RESI-102219,1,40.35,250,7.97,2025-05-20
30764,2084,COMM-102351,2,220.29,2292,32.23,2025-05-20
30859,2089,RESI-102356,2,35.9,254,8.43,2025-05-20
31407,2129,RESI-102398,2,32.39,200,5.25,2025-05-20
31680,2150,RESI-102422,1,46.8,280,10.62,2025-05-20
31919,2172,RESI-102446,1,39.06,288,8.7,2025-05-20
32122,2190,SMALLCOMM-102465,1,65.75,565,13.13,2025-05-20
32451,2217,RESI-102492,1,29.23,195,7.24,2025-05-20
33267,2276,COMM-102556,1,142.77,1769,17.03,2025-05-20
33800,2312,RESI-102595,1,37.13,208,6.61,2025-05-20
33928,2322,RESI-102605,1,17.54,122,2.37,2025-05-20
34280,2349,RESI-102634,2,7.08,52,1.64,2025-05-20
34352,2353,SMALLCOMM-102639,2,358.39,2443,58.42,2025-05-20
34739,2383,COMM-102670,2,581.92,4981,122.77,2025-05-20
35017,2400,COMM-102690,2,326.61,3660,73.26,2025-05-20
35161,2409,RESI-102704,1,10.24,85,1.13,2025-05-20
35275,2420,RESI-102715,2,37.41,288,4.22,2025-05-20
35681,2446,COMM-102743,2,325.24,3493,81.08,2025-05-20
35772,2454,RESI-102754,2,36.84,230,7.56,2025-05-20
35791,2455,RESI-102755,3,13.86,224,6.34,2025-05-20
35882,2461,RESI-102761,4,1.14,0,0,2025-05-20
35939,2464,SMALLCOMM-102764,2,66.28,611,11.93,2025-05-20
36155,2479,SMALLCOMM-102779,4,7.56,0,0,2025-05-20
36230,2485,RESI-102786,2,23.27,163,5.76,2025-05-20
36559,2505,COMM-102809,1,534.32,4704,64.96,2025-05-20
36763,2521,RESI-102825,3,2.5,122,4.92,2025-05-20
36799,2523,RESI-102828,1,38.59,252,4,2025-05-20
37093,2544,RESI-102854,1,20.2,146,3.26,2025-05-20
37662,2585,RESI-102896,1,15.8,130,2.27,2025-05-20
37886,2601,SMALLCOMM-102914,1,104.23,947,20.38,2025-05-20
38204,2623,RESI-102939,3,7.82,158,3.04,2025-05-20
38531,2643,RESI-102965,2,7.68,56,1.13,2025-05-20
38915,2670,SMALLCOMM-102995,1,76.93,769,16.67,2025-05-20
39360,2703,COMM-103030,2,147.2,1692,29.69,2025-05-20
40289,2767,RESI-103107,2,32.13,192,7.36,2025-05-20
40490,2780,COMM-103123,2,331.96,3176,68.64,2025-05-20
40525,2782,RESI-103125,1,8.96,72,1.17,2025-05-20
42207,2893,SMALLCOMM-103248,4,14.5,0,0,2025-05-20
42286,2902,SMALLCOMM-103257,1,154.69,1396,27.81,2025-05-20
42488,2923,RESI-103279,1,9.25,60,1.34,2025-05-20
42581,2930,RESI-103287,1,17.6,115,2.33,2025-05-20
42672,2935,RESI-103292,1,39.04,228,5.4,2025-05-20
44239,3049,RESI-103417,1,52.01,289,7.49,2025-05-20
44352,3059,RESI-103427,2,21.21,139,3.81,2025-05-20
44744,3084,RESI-103455,2,17.33,117,2.29,2025-05-20
44964,3104,RESI-103476,1,33.45,255,6.3,2025-05-20
45315,3134,RESI-103506,1,34.12,228,6.96,2025-05-20
45683,3166,RESI-103539,1,30.42,188,4.35,2025-05-20
45738,3169,RESI-103542,2,41.06,232,5.36,2025-05-20
45849,3177,COMM-103551,1,110.48,1262,24.04,2025-05-20
45997,3186,RESI-103561,1,14.43,91,1.45,2025-05-20
46126,3199,SMALLCOMM-103576,1,255.87,2225,47.99,2025-05-20
46329,3211,RESI-103594,2,19.07,156,2.41,2025-05-20
